;;TIGAR; TIGAR  PRIMA  82V ;195;50; 15   ;керн-бяеяегнмйю;;;;;2250;2100;;12;;;
;;KUMHO; KUMHO  ECSTA  SPT  KU31  85V ;195;55; 15   ;керн-бяеяегнмйю;;;;;2850;2700;;0;;;
;;NOKIAN; NOKIAN  HAKKA  H  XL  89H ;195;55; 15   ;керн-бяеяегнмйю;;;;;2700;2610;;2;;;
;;TOYO; TOYO  PROXES  CF2   ;195;55; 15   ;керн-бяеяегнмйю;;;;;2175;2025;;0;;;
;;PRIMEORI; PREMIORRI  SOLAZO   ;195;55; 15   ;керн-бяеяегнмйю;;;;;1950;1575;;24;;;
;;KAMA; йюлю  EURO  129  85H ;195;55; 15   ;керн-бяеяегнмйю;;;;;1800;1560;;12;;;
;;KAMA; йюлю  EURO  129  88H ;195;60; 15   ;керн-бяеяегнмйю;;;;;1800;1650;;20;;;
;;KUMHO; KUMHO  ECSTA  SPT  KU31  88V ;195;60; 15   ;керн-бяеяегнмйю;;;;;2640;2460;;7;;;
;;KUMHO; KUMHO  KR26  88H ;195;60; 15   ;керн-бяеяегнмйю;;;;;2460;2250;;8;;;
;; BARUM   ; BARUM  BRAVURIS-2 ;195;60; 15   ;керн-бяеяегнмйю;;;;;2340;2250;;0;;;
;;VREDESTEIN; VREDESTEIN  SPORTTRAC  5  88H ;195;60;15;керн-бяеяегнмйю;;;;;1950;1815;;0;;;
;;BRIDGESTONE; BRIDGESTONE    MY-02  Sporty  Style    88V  TL ;195;60; 15   ;керн-бяеяегнмйю;;;;;2850;2700;;0;;;
;;BRIDGESTONE; BRIDGESTONE  Ecopia  P-EP150  88H  TL ;195;60; 15   ;керн-бяеяегнмйю;;;;;2700;2550;;0;;;
;;GOODYEAR; GOODYEAR  EFFICIENTGRIP  88H ;195;60; 15   ;керн-бяеяегнмйю;;;;;1950;1800;;0;;;
;;MICHELIN; MICHELIN  ENERGY  XM2  88H ;195;60;15;керн-бяеяегнмйю;;;;;3300;3000;;8;;;
;;PRIMEORI; PREMIORRI  SOLAZO   ;195;60; 15   ;керн-бяеяегнмйю;;;;;1800;1650;;40;;;
